region,x_t,y_t,z_t_csv,fov_id,x_a,y_a,z_a,z_t_log,locked,disp,xcorr,residual_um,focus_error_um,false_rejection,dx_um,dy_um,dr_um,dz_um
D1,10.991952114095094,71.33605763719416,,8,10.99185,71.3359,2736.5625,2.7327187499999996,True,-2.0,0.975,0.0,0.0,False,-0.1021140950943078,-0.15763719416383992,0.1878211207526393,3.8437500000004547
D1,13.593450994095091,71.33605763719416,,9,13.5937625,71.3359,2736.375,2.7327187499999996,True,-1.9,0.968,0.0,0.0,False,0.3115059049090263,-0.15763719416383992,0.3491209156968965,3.6562500000004547
D1,16.194949874095094,71.33605763719416,,10,16.19488125,71.3359,2733.3749999999995,2.7327187499999996,True,1.1,0.965,0.0,0.0,False,-0.06862409509267309,-0.15763719416383992,0.1719265872724065,0.65625
D1,18.796448754095096,71.33605763719416,,11,18.79679375,71.3359,2736.5625,2.7327187499999996,True,-2.1,0.986,-0.18896612107766222,-0.18896612107766222,False,0.3449959049035556,-0.15763719416383992,0.379304177915392,3.8437500000004547
D1,10.991952114095094,73.93755651719415,,12,10.99185,73.9378125,2735.34375,2.7327187499999996,True,-0.8,0.901,0.0,0.0,False,-0.1021140950943078,0.25598280585370503,0.27559841311165956,2.6250000000004547
D1,13.593450994095091,73.93755651719415,,13,13.5937625,73.9378125,2732.7187499999995,2.7327187499999996,False,2.9,0.884,0.3779322421557541,2.9,True,0.3115059049090263,0.25598280585370503,0.4031911775893999,0.0
D1,16.194949874095094,73.93755651719415,,14,16.19488125,73.9378125,2732.15625,2.7327187499999996,True,2.4,0.989,0.3779322421557541,0.3779322421557541,False,-0.06862409509267309,0.25598280585370503,0.2650216280231179,-0.5624999999995453
D1,18.796448754095096,73.93755651719415,,15,18.79679375,73.9378125,2735.9062499999995,2.7327187499999996,True,-1.4,0.994,0.0,0.0,False,0.3449959049035556,0.25598280585370503,0.42959209873199344,3.1875
D6,107.4919521140951,66.13305987719416,,0,107.49200625,66.13286875,2794.4999999999995,2.79234375,True,-1.3,0.974,-0.18896612107766222,-0.18896612107766222,False,0.054135904903773735,-0.19112719415659285,0.19864616922035616,2.1562499999995453
D6,110.0934509940951,66.13305987719416,,1,110.093125,66.13286875,2795.15625,2.79234375,True,-1.9,0.95,0.0,0.0,False,-0.3259940950925966,-0.19112719415659285,0.3778911938394607,2.8125
